age,gender,marital_status,dependents,education,self_employed,income_annual,loan_amount,loan_amount_term,credit_history,property_area,loan_grade,debt_to_income_ratio,delinquencies_2yrs,open_accounts,total_accounts,risk_score,default,application_date,app_year,app_month,app_quarter,app_dayofweek,app_weekend,days_since_reference,loan_to_income_ratio,monthly_payment,debt_to_income,credit_to_loan_ratio,income_per_dependent,payment_to_income_ratio,age_group,income_group,loan_amount_group,debt_burden,risk_score_bucket
40,Male,Married,0,Not Graduate,No,41576.0,9627.0,48,1,Semiurban,B,0.1694534899622581,0,6,8,506,1,2023-05-28,2023,5,2,6,1,148,0.2315518568404849,200.5625,0.05788796419341314,0.05256050690219585,41576.0,0.05788796420872888,35-44,Low,Very Small,Low,Fair
18,Male,Single,0,Graduate,No,23735.0,14516.0,24,1,Semiurban,C,0.1081461218352298,0,3,10,445,0,2023-11-28,2023,11,4,1,0,332,0.6115862650094797,604.8333333333334,0.30579313235013617,0.03065582804969304,23735.0,0.3057931324918562,18-24,Very Low,Small,Low,Poor
32,Male,Divorced,1,Graduate,No,32237.0,26657.0,36,0,Urban,C,0.1472678689776722,1,5,13,300,1,2023-09-14,2023,9,3,3,0,257,0.8269069702515742,740.4722222222222,0.2756356566479213,0.011254079603434216,16118.5,0.27563565674197443,25-34,Low,Medium,Low,Very Poor
37,Male,Widowed,0,Graduate,Yes,9573.0,12352.0,36,1,Urban,A,0.1044764397581204,1,4,10,577,0,2023-07-27,2023,7,3,3,0,208,1.290295623106654,343.1111111111111,0.43009854049641183,0.04671308289777258,9573.0,0.43009854099062306,35-44,Very Low,Small,Low,Fair
23,Female,Single,2,Not Graduate,No,26519.0,35638.0,60,1,Rural,B,0.0721207970951661,1,7,8,340,1,2023-11-15,2023,11,4,2,0,319,1.343866661638825,593.9666666666667,0.2687733322061436,0.009540378247669892,8839.666666666666,0.2687733323176299,18-24,Very Low,Medium,Very Low,Very Poor
38,Male,Single,0,Not Graduate,No,16953.0,18290.0,48,1,Semiurban,C,0.0966712304902424,0,4,8,379,0,2023-08-26,2023,8,3,5,1,238,1.0788650976228396,381.0416666666667,0.2697162742147941,0.020721705849058407,16953.0,0.2697162743898002,35-44,Very Low,Small,Very Low,Very Poor
32,Male,Married,0,Graduate,No,40482.0,27036.0,48,1,Urban,B,0.1931604751745068,1,1,8,658,1,2023-02-01,2023,2,1,2,0,32,0.6678523788350378,563.25,0.1669630946592669,0.02433791980972267,40482.0,0.16696309470463508,25-34,Low,Medium,Low,Good
52,Male,Married,1,Graduate,No,26960.0,39706.0,24,1,Rural,C,0.026505791556862,0,2,5,644,0,2023-04-05,2023,4,2,2,0,95,1.472774480712166,1654.4166666666667,0.7363872400283145,0.016219211201928697,13480.0,0.736387240328769,45-54,Very Low,Medium,Very Low,Good
50,Female,Single,1,Graduate,No,31231.0,7226.0,12,1,Urban,B,0.1270600356597355,1,7,7,618,0,2023-02-20,2023,2,1,0,0,51,0.23137267458614838,602.1666666666666,0.2313726744972472,0.08552449486776577,15615.5,0.23137267457873995,45-54,Low,Very Small,Low,Good
30,Male,Single,1,Graduate,No,105364.0,153059.0,60,1,Semiurban,A,0.2788104266996071,0,6,10,662,0,2023-05-25,2023,5,2,3,0,145,1.4526688432481683,2550.983333333333,0.29053376861654445,0.0043251295251875085,52682.0,0.2905337686468762,25-34,High,Very Large,Medium,Good
33,Female,Married,1,Graduate,Yes,21792.0,31189.0,36,1,Urban,B,0.1161714230012772,1,4,5,643,0,2023-08-13,2023,8,3,6,1,225,1.4312132892804699,866.3611111111111,0.4770710961641189,0.0206162429054918,10896.0,0.4770710964049312,25-34,Very Low,Medium,Low,Good
34,Male,Widowed,0,Not Graduate,No,38598.0,27504.0,24,1,Rural,C,0.190594192613316,0,4,7,473,1,2023-04-15,2023,4,2,5,1,105,0.7125757811285559,1146.0,0.3562878904535091,0.017197498545040813,38598.0,0.3562878905550472,25-34,Low,Medium,Low,Poor
30,Male,Married,0,Graduate,No,40525.0,18329.0,12,1,Urban,B,0.2304356911532767,0,2,4,712,1,2023-09-12,2023,9,3,1,0,255,0.45228871067242443,1527.4166666666667,0.4522887105384957,0.038845545308590454,40525.0,0.4522887106612637,25-34,Low,Small,Medium,Very Good
36,Male,Married,1,Graduate,No,22586.0,27986.0,36,0,Rural,D,0.1938026902779411,0,6,4,300,0,2023-11-23,2023,11,4,3,0,327,1.239086159567874,777.3888888888889,0.4130287196365147,0.010719645536671206,11293.0,0.4130287198376711,35-44,Very Low,Medium,Low,Very Poor
27,Female,Widowed,0,Graduate,No,63053.0,68119.0,24,1,Semiurban,C,0.1398718626147651,0,3,8,621,1,2023-08-03,2023,8,3,3,0,215,1.0803451064977083,2838.2916666666665,0.5401725531460505,0.009116399242368262,63053.0,0.5401725532402871,25-34,Medium,Large,Low,Good
23,Male,Married,2,Graduate,No,82715.0,85270.0,36,1,Urban,C,0.0600928655653719,0,5,9,589,0,2023-06-15,2023,6,2,3,0,166,1.0308891978480323,2368.6111111111113,0.3436297325661582,0.0069074703880977195,27571.666666666668,0.3436297326118565,18-24,Medium,Large,Very Low,Fair
41,Female,Married,0,Graduate,No,66153.0,83224.0,48,1,Urban,E,0.1084230375408739,0,5,8,692,1,2023-05-11,2023,5,2,3,0,131,1.258053300681753,1733.8333333333333,0.3145133251133862,0.008314909160719084,66153.0,0.3145133251656839,35-44,Medium,Large,Low,Good
41,Male,Married,1,Graduate,No,22540.0,10896.0,36,0,Urban,D,0.2065156596460869,1,6,12,303,1,2023-03-22,2023,3,1,2,0,81,0.4834072759538598,302.6666666666667,0.16113575856550005,0.0278083700415007,11270.0,0.1611357586441377,35-44,Very Low,Small,Medium,Very Poor
26,Male,Widowed,1,Graduate,No,25554.0,11064.0,60,1,Rural,C,0.2213522334752794,0,5,5,467,1,2023-03-16,2023,3,1,3,0,75,0.4329654848555999,184.4,0.0865930969304564,0.042208966012092466,12777.0,0.08659309696773136,25-34,Very Low,Small,Medium,Poor
43,Female,Married,0,Graduate,No,13181.0,18194.0,24,0,Rural,C,0.1433291422582477,1,3,8,300,1,2023-03-01,2023,3,1,2,0,60,1.380320157802898,758.0833333333334,0.6901600782731263,0.016488952400984448,13181.0,0.6901600788490888,35-44,Very Low,Small,Low,Very Poor
28,Male,Divorced,1,Graduate,Yes,33161.0,27079.0,36,0,Rural,B,0.0392092837073497,2,2,12,300,1,2023-06-17,2023,6,2,5,1,168,0.816591779500015,752.1944444444445,0.2721972597348381,0.01107869566782087,16580.5,0.27219725982513004,25-34,Low,Medium,Very Low,Very Poor
37,Male,Married,1,Graduate,No,34369.0,37574.0,24,1,Urban,E,0.0562024895262151,0,4,8,574,0,2023-11-25,2023,11,4,5,1,329,1.0932526404608804,1565.5833333333333,0.5466263200395846,0.015276520998156264,17184.5,0.5466263202145356,35-44,Low,Medium,Very Low,Fair
43,Female,Married,1,Not Graduate,Yes,53622.0,30715.0,60,0,Urban,D,0.1940075771442065,2,5,12,300,1,2023-09-07,2023,9,3,3,0,250,0.5728059378613256,511.9166666666667,0.11456118754662761,0.009767214715618843,26811.0,0.11456118757012866,35-44,Low,Medium,Low,Very Poor
34,Male,Single,3,Graduate,No,87699.0,74520.0,60,1,Semiurban,C,0.0857027211241974,0,6,6,638,0,2023-03-17,2023,3,1,4,0,76,0.8497246262785209,1242.0,0.1699449252324503,0.008561460010620485,21924.75,0.16994492525376637,25-34,Medium,Large,Very Low,Good
39,Female,Married,1,Not Graduate,No,19352.0,9750.0,36,1,Semiurban,A,0.1604984542582878,0,7,2,479,1,2023-03-31,2023,3,1,4,0,90,0.5038238941711451,270.8333333333333,0.16794129795290946,0.04912820512316634,9676.0,0.16794129804837013,35-44,Very Low,Very Small,Low,Poor
29,Male,Married,2,Graduate,No,38918.0,38457.0,36,1,Rural,C,0.0499582765301976,0,8,6,568,1,2023-03-03,2023,3,1,4,0,62,0.988154581427617,1068.25,0.32938486037430964,0.014769742829269841,12972.666666666666,0.3293848604674088,25-34,Low,Medium,Very Low,Fair
33,Male,Single,1,Graduate,No,32436.0,13165.0,24,1,Rural,B,0.2100047045019389,0,2,8,507,1,2023-02-16,2023,2,1,3,0,47,0.4058761869527685,548.5416666666666,0.20293809340130542,0.0385112039469418,16218.0,0.2029380934701277,25-34,Low,Small,Medium,Fair
32,Male,Married,1,Graduate,No,33668.0,13247.0,60,1,Rural,A,0.0772077392185369,2,1,8,517,1,2023-11-21,2023,11,4,1,0,325,0.39345966496376383,220.78333333333333,0.07869193296470527,0.03902770438295254,16834.0,0.07869193299041548,25-34,Low,Small,Very Low,Fair
27,Female,Single,4,Graduate,Yes,79391.0,86535.0,48,1,Urban,D,0.07934386288169,0,3,6,636,0,2023-08-19,2023,8,3,5,1,231,1.0899850108954416,1802.8125,0.27249625268267236,0.007349627318341138,15878.2,0.2724962527204281,25-34,Medium,Large,Very Low,Good
33,Male,Divorced,1,Not Graduate,Yes,38095.0,27417.0,60,0,Rural,E,0.0941391487581879,1,6,5,300,1,2023-04-04,2023,4,2,1,0,94,0.7197007481296758,456.95,0.14394014958059373,0.010942116204875,19047.5,0.1439401496221567,25-34,Low,Medium,Very Low,Very Poor
19,Female,Single,2,Graduate,No,47804.0,63009.0,24,1,Semiurban,A,0.1027646221636496,1,4,5,461,1,2023-04-24,2023,4,2,0,0,114,1.3180696176052213,2625.375,0.6590348086371765,0.007316415115184872,15934.666666666666,0.6590348087888245,18-24,Low,Large,Low,Poor
30,Female,Divorced,0,Graduate,Yes,46027.0,29832.0,36,1,Semiurban,A,0.1762707518947759,0,4,10,498,1,2023-05-08,2023,5,2,0,0,128,0.6481413083624828,828.6666666666666,0.21604710273116723,0.016693483507083218,46027.0,0.21604710278280037,25-34,Low,Medium,Low,Poor
32,Male,Married,0,Graduate,No,40499.0,27129.0,48,1,Semiurban,B,0.047904209991122,1,4,7,566,0,2023-08-16,2023,8,3,2,0,228,0.6698683918121435,565.1875,0.1674670979034148,0.020863282833098778,40499.0,0.16746709794890077,25-34,Low,Medium,Very Low,Fair
32,Male,Single,1,Graduate,No,24746.0,11951.0,60,1,Rural,E,0.0557400596807902,0,5,1,487,1,2023-08-22,2023,8,3,1,0,234,0.4829467388668876,199.18333333333334,0.09658934772653877,0.04074972805281987,12373.0,0.09658934776947428,25-34,Very Low,Small,Very Low,Poor
32,Male,Married,1,Graduate,No,92581.0,114423.0,36,1,Semiurban,C,0.1813306794827429,0,2,4,666,0,2023-03-01,2023,3,1,2,0,60,1.2359231375768247,3178.4166666666665,0.4119743791388763,0.005820508114576436,46290.5,0.41197437918782503,25-34,Medium,Very Large,Low,Good
34,Male,Single,0,Graduate,No,35703.0,50808.0,36,1,Urban,C,0.0561924019575621,0,4,8,603,0,2023-08-07,2023,8,3,0,0,219,1.4230736912864466,1411.3333333333333,0.4743578969360475,0.011868209730517474,35703.0,0.47435789708219595,25-34,Low,Large,Very Low,Good
39,Male,Married,1,Graduate,No,47361.0,32235.0,60,1,Semiurban,C,0.0710546126623454,0,4,9,641,1,2023-03-10,2023,3,1,4,0,69,0.6806232976499652,537.25,0.13612465949550273,0.019885217930203654,23680.5,0.13612465952711883,35-44,Low,Medium,Very Low,Good
43,Female,Married,0,Graduate,No,41229.0,31282.0,12,1,Rural,C,0.083842525814541,0,2,7,647,1,2023-01-07,2023,1,1,5,1,7,0.7587377816585413,2606.8333333333335,0.7587377814377052,0.020682820790848322,41229.0,0.7587377816401383,35-44,Low,Medium,Very Low,Good
28,Female,Single,1,Graduate,No,12634.0,7699.0,36,0,Rural,B,0.1234249148833504,1,6,13,300,1,2023-03-26,2023,3,1,6,1,85,0.6093873674212442,213.86111111111111,0.2031291222808124,0.038966099488379514,6317.0,0.20312912245767012,25-34,Very Low,Very Small,Low,Very Poor
22,Female,Widowed,0,Graduate,Yes,21567.0,4435.0,36,1,Urban,A,0.1417260269519847,0,3,7,526,0,2023-10-16,2023,10,4,0,0,289,0.20563824361292715,123.19444444444444,0.06854608116616963,0.11860202928554632,21567.0,0.06854608120113076,18-24,Very Low,Very Small,Low,Fair
24,Female,Single,1,Graduate,No,38445.0,47151.0,24,1,Rural,D,0.2018567271431158,0,8,9,461,1,2023-10-20,2023,10,4,4,0,293,1.226453374951229,1964.625,0.6132266872842055,0.009777099106916563,19222.5,0.6132266874596638,18-24,Low,Medium,Medium,Poor
30,Female,Married,2,Graduate,No,23747.0,15754.0,36,1,Urban,B,0.1501166492381448,0,5,11,610,0,2023-02-24,2023,2,1,4,0,55,0.66341011496189,437.6111111111111,0.22113670487555026,0.038720324994368394,7915.666666666667,0.22113670497798443,25-34,Very Low,Small,Low,Good
31,Male,Married,0,Graduate,No,44423.0,63769.0,48,0,Urban,B,0.1707117489895868,0,7,6,300,1,2023-07-20,2023,7,3,3,0,201,1.4354951263984872,1328.5208333333333,0.3588737815026791,0.004704480233268446,44423.0,0.35887378159154326,25-34,Low,Large,Low,Very Poor
27,Female,Married,0,Graduate,No,23038.0,8351.0,36,1,Semiurban,C,0.2334614142110892,0,9,5,505,1,2023-08-05,2023,8,3,5,1,217,0.36248806319993054,231.97222222222223,0.12082935433703944,0.06047179977721569,23038.0,0.12082935439473208,25-34,Very Low,Very Small,Medium,Fair
22,Female,Married,0,Graduate,Yes,36623.0,42398.0,36,1,Semiurban,B,0.1331302293313968,0,4,7,526,1,2023-06-09,2023,6,2,4,0,160,1.1576877918248096,1177.7222222222222,0.3858959304818261,0.012406245577328973,36623.0,0.38589593059773286,18-24,Low,Medium,Low,Fair
30,Male,Married,1,Not Graduate,No,15463.0,21238.0,48,0,Urban,B,0.0528371111001287,1,5,9,314,1,2023-10-09,2023,10,4,0,0,282,1.3734721593481214,442.4583333333333,0.3433680395705609,0.014784819662172294,7731.5,0.34336803981482455,25-34,Very Low,Small,Very Low,Very Poor
36,Female,Married,0,Graduate,No,55157.0,57877.0,60,0,Rural,A,0.1733116479057126,2,2,8,342,1,2023-11-04,2023,11,4,5,1,308,1.0493137770364596,964.6166666666667,0.20986275536163398,0.005909083055343071,55157.0,0.2098627554034871,35-44,Low,Large,Low,Very Poor
40,Male,Married,0,Graduate,Yes,45501.0,44088.0,48,0,Rural,D,0.0328341634352929,0,7,8,318,1,2023-07-28,2023,7,3,4,0,209,0.9689457374563196,918.5,0.2422364343001948,0.007212847033042713,45501.0,0.24223643435875614,35-44,Low,Medium,Very Low,Very Poor
29,Female,Single,1,Not Graduate,Yes,46575.0,33407.0,48,1,Semiurban,B,0.1672329846797227,2,3,8,420,1,2023-01-06,2023,1,1,4,0,6,0.7172732152442297,695.9791666666666,0.17931830376485625,0.01257221540358092,23287.5,0.17931830380720734,25-34,Low,Medium,Low,Poor
30,Female,Married,1,Graduate,No,34705.0,26709.0,60,1,Urban,B,0.0396045416855849,0,2,7,597,1,2023-12-11,2023,12,4,0,0,345,0.7696009220573404,445.15,0.15392018435824686,0.02235201617348639,17352.5,0.15392018440703298,25-34,Low,Medium,Very Low,Fair
25,Female,Single,1,Graduate,No,25628.0,26329.0,48,1,Urban,D,0.1709302096662441,0,2,8,514,1,2023-03-29,2023,3,1,2,0,88,1.0273528952707975,548.5208333333334,0.2568382236974381,0.01952219985493098,12814.0,0.2568382238076776,25-34,Very Low,Medium,Low,Fair
34,Male,Single,1,Graduate,No,79935.0,64026.0,60,1,Urban,C,0.1505331434292423,1,2,9,634,1,2023-07-06,2023,7,3,3,0,187,0.8009757928316757,1067.1,0.1601951585422863,0.009902227220037137,39967.5,0.16019515856433109,25-34,Medium,Large,Low,Good
26,Female,Married,1,Not Graduate,No,83553.0,123986.0,48,1,Urban,B,0.0462283638016447,2,3,15,621,1,2023-05-31,2023,5,2,2,0,151,1.4839203858628656,2583.0416666666665,0.3709800964124356,0.005008630006573253,41776.5,0.37098009646127633,25-34,Medium,Very Large,Very Low,Good
40,Male,Married,2,Not Graduate,No,35041.0,27992.0,48,1,Rural,A,0.1873397313474265,0,5,10,499,0,2023-04-28,2023,4,2,4,0,118,0.7988356496675323,583.1666666666666,0.19970891234849156,0.017826521862752697,11680.333333333334,0.1997089124111838,35-44,Low,Medium,Low,Poor
18,Male,Married,2,Graduate,No,27291.0,37238.0,48,1,Semiurban,E,0.1839595702549774,0,6,7,494,1,2023-03-19,2023,3,1,6,1,78,1.3644791323146825,775.7916666666666,0.3411197829286784,0.013266018582811482,9097.0,0.34111978306617124,18-24,Very Low,Medium,Low,Poor
31,Female,Married,0,Graduate,No,15302.0,8275.0,60,1,Urban,A,0.0793916867444016,0,5,9,521,1,2023-09-20,2023,9,3,2,0,263,0.5407789831394589,137.91666666666666,0.10815579654307476,0.06296072506792015,15302.0,0.1081557966208237,25-34,Very Low,Very Small,Very Low,Fair
38,Male,Married,1,Graduate,No,40642.0,43282.0,48,1,Urban,C,0.0351659718161877,0,1,12,655,1,2023-02-11,2023,2,1,5,1,42,1.0649574331971852,901.7083333333334,0.2662393582206862,0.015133311768977096,20321.0,0.2662393582927455,35-44,Low,Medium,Very Low,Good
36,Female,Married,2,Graduate,Yes,25997.0,37918.0,48,1,Rural,E,0.2351248994218029,0,4,6,593,0,2023-11-12,2023,11,4,6,1,316,1.4585529099511483,789.9583333333334,0.36463822731947315,0.015639010495921753,8665.666666666666,0.3646382274737609,35-44,Very Low,Medium,Medium,Fair
61,Male,Single,1,Graduate,No,28572.0,41991.0,24,1,Semiurban,B,0.1589043682556007,0,6,3,624,1,2023-09-13,2023,9,3,2,0,256,1.4696556068878623,1749.625,0.7348278031353096,0.014860327212620315,14286.0,0.7348278034182126,55-64,Very Low,Medium,Low,Good
38,Male,Married,0,Graduate,No,58806.0,39209.0,60,1,Semiurban,A,0.1979890153054557,0,3,11,647,1,2023-08-09,2023,8,3,2,0,221,0.6667516920042172,653.4833333333333,0.13335033837363186,0.016501313473526454,58806.0,0.13335033839857582,35-44,Low,Medium,Low,Good
24,Female,Married,1,Graduate,Yes,22445.0,15222.0,36,1,Semiurban,B,0.2825224054228104,1,2,7,501,0,2023-07-26,2023,7,3,2,0,207,0.6781911338828247,422.8333333333333,0.22606371117341212,0.032912889237096773,11222.5,0.226063711284203,18-24,Very Low,Small,Medium,Fair
34,Male,Married,0,Not Graduate,Yes,94790.0,38260.0,24,0,Urban,B,0.1893063771929649,0,6,9,341,1,2023-06-17,2023,6,2,5,1,168,0.4036290747969195,1594.1666666666667,0.2018145373729109,0.008912702561188899,94790.0,0.2018145373963307,25-34,Medium,Medium,Low,Very Poor
18,Male,Married,1,Graduate,No,21839.0,6785.0,48,0,Rural,B,0.1562667773788013,0,6,9,300,1,2023-02-17,2023,2,1,4,0,48,0.3106827235679289,141.35416666666666,0.07767068084930406,0.04421518053880395,10919.5,0.07767068088842571,18-24,Very Low,Very Small,Low,Very Poor
34,Female,Married,0,Graduate,No,13049.0,7007.0,36,1,Urban,C,0.0627360451991994,0,9,2,570,1,2023-08-22,2023,8,3,1,0,234,0.5369760134876236,194.63888888888889,0.17899200433127152,0.08134722419275764,13049.0,0.1789920044821576,25-34,Very Low,Very Small,Very Low,Fair
26,Male,Married,0,Not Graduate,No,26133.0,22750.0,24,1,Rural,C,0.0778371132710313,1,6,11,408,0,2023-05-03,2023,5,2,2,0,123,0.8705468181992118,947.9166666666666,0.43527340889973287,0.017934065933277624,26133.0,0.43527340908294976,25-34,Very Low,Small,Very Low,Poor
44,Female,Married,2,Not Graduate,No,43407.0,44532.0,24,1,Urban,E,0.1792014164972227,0,3,16,575,0,2023-10-20,2023,10,4,4,0,293,1.0259174787476675,1855.5,0.5129587392320247,0.01291206323513626,14469.0,0.5129587393620163,35-44,Low,Medium,Low,Fair
29,Male,Married,1,Graduate,No,38882.0,12146.0,12,0,Semiurban,B,0.1137261153592935,1,5,12,300,1,2023-06-23,2023,6,2,4,0,174,0.3123810503574919,1012.1666666666666,0.312381050261083,0.02469948954184921,19441.0,0.3123810503494578,25-34,Low,Small,Low,Very Poor
33,Male,Married,0,Graduate,No,39795.0,40371.0,12,1,Rural,C,0.1708308837364568,1,5,8,562,1,2023-08-05,2023,8,3,5,1,217,1.0144741801733885,3364.25,1.0144741798674786,0.013920883802384858,39795.0,1.014474180147896,25-34,Low,Medium,Low,Fair
28,Male,Single,0,Graduate,No,31617.0,22286.0,36,1,Rural,A,0.0882336028431561,0,4,12,500,1,2023-10-24,2023,10,4,1,0,297,0.7048739602112788,619.0555555555555,0.23495798664791634,0.022435609798867648,31617.0,0.2349579867296615,25-34,Low,Small,Very Low,Poor
52,Male,Single,0,Not Graduate,No,28266.0,9059.0,60,1,Urban,B,0.0881020525763874,0,5,9,535,1,2023-04-27,2023,4,2,3,0,117,0.3204910493172009,150.98333333333332,0.06409820983622802,0.05905729108521279,28266.0,0.06409820986117248,45-54,Very Low,Very Small,Very Low,Fair
31,Male,Single,0,Graduate,No,19540.0,4498.0,36,1,Semiurban,A,0.3327538743611714,1,2,7,467,0,2023-03-13,2023,3,1,0,0,72,0.2301944728761515,124.94444444444444,0.07673149091159444,0.10382392171991464,19540.0,0.07673149095479026,25-34,Very Low,Very Small,High,Poor
53,Male,Married,0,Graduate,Yes,38744.0,50271.0,48,0,Urban,C,0.0301206952574907,1,3,7,420,1,2023-08-29,2023,8,3,1,0,241,1.297517034895726,1047.3125,0.324379258623463,0.008354717431354962,38744.0,0.32437925871555906,45-54,Low,Large,Very Low,Poor
43,Male,Divorced,0,Graduate,No,61597.0,78948.0,48,1,Rural,E,0.0107761858923685,0,5,7,613,0,2023-11-15,2023,11,4,2,0,319,1.2816857963861876,1644.75,0.3204214490341241,0.007764604549731918,61597.0,0.320421449091345,35-44,Medium,Large,Very Low,Good
39,Male,Married,3,Graduate,No,36573.0,50280.0,36,1,Rural,D,0.0719567371708587,1,4,9,615,1,2023-11-06,2023,11,4,0,0,310,1.3747846772209007,1396.6666666666667,0.45826155892327297,0.012231503579708999,9143.25,0.4582615590611035,35-44,Low,Large,Very Low,Good
38,Male,Single,0,Not Graduate,Yes,24824.0,33778.0,48,1,Urban,B,0.2376488074561761,1,1,12,445,1,2023-12-19,2023,12,4,1,0,353,1.3606993232355784,703.7083333333334,0.3401748306444531,0.013174255432140024,24824.0,0.3401748307951912,35-44,Very Low,Medium,Medium,Poor
38,Male,Married,1,Graduate,No,39064.0,57349.0,36,0,Urban,B,0.0814922123900133,0,2,5,336,1,2023-06-09,2023,6,2,4,0,160,1.468078025803809,1593.0277777777778,0.48935934178427765,0.005858864147485416,19532.0,0.489359341922076,35-44,Low,Large,Very Low,Very Poor
18,Male,Divorced,2,Graduate,No,75501.0,43834.0,48,1,Urban,B,0.0786033777455738,1,13,2,570,0,2023-10-06,2023,10,4,4,0,279,0.5805750917206395,913.2083333333334,0.14514377290709096,0.013003604507619573,25167.0,0.14514377292823746,18-24,Medium,Medium,Very Low,Fair
32,Female,Divorced,3,Graduate,Yes,32793.0,21006.0,24,1,Rural,B,0.2102116586382913,1,6,4,464,0,2023-12-18,2023,12,4,0,0,352,0.640563534900741,875.25,0.32028176733316926,0.022088926972194185,8198.25,0.3202817674406037,25-34,Low,Small,Medium,Poor
43,Female,Married,1,Graduate,No,19568.0,20135.0,60,1,Semiurban,A,0.2466750854332432,0,2,12,590,0,2023-08-23,2023,8,3,2,0,235,1.0289758789860997,335.5833333333333,0.20579517567101682,0.02930221008049157,9784.0,0.20579517578670303,35-44,Very Low,Small,Medium,Fair
34,Female,Divorced,1,Graduate,No,40534.0,29494.0,12,1,Urban,A,0.2062468655193993,0,4,9,599,1,2023-06-30,2023,6,2,4,0,181,0.727636058617457,2457.8333333333335,0.7276360584020419,0.020309215432958935,20267.0,0.7276360585995056,25-34,Low,Medium,Medium,Fair
20,Male,Single,0,Not Graduate,No,48766.0,48915.0,36,0,Rural,B,0.1027393975562871,1,13,3,300,1,2023-09-29,2023,9,3,4,0,272,1.0030554074560145,1358.75,0.33435180240306317,0.006133088009687558,48766.0,0.3343518024784819,18-24,Low,Medium,Low,Very Poor
34,Female,Single,1,Not Graduate,No,56028.0,30849.0,24,1,Urban,A,0.1606282916694527,0,7,12,493,1,2023-03-09,2023,3,1,3,0,68,0.550599700149925,1285.375,0.27529985001599916,0.01598106907789617,28014.0,0.2752998500700489,25-34,Low,Medium,Low,Poor
52,Female,Single,1,Graduate,Yes,51462.0,66812.0,48,1,Urban,A,0.0213593381993385,0,3,8,677,0,2023-07-01,2023,7,3,5,1,182,1.298278341300377,1391.9166666666667,0.32456958524941054,0.010132910255491036,25731.0,0.32456958531878727,45-54,Low,Large,Very Low,Good
47,Female,Married,2,Graduate,Yes,39460.0,41779.0,36,1,Urban,C,0.039425132312399,0,6,10,626,0,2023-08-02,2023,8,3,2,0,214,1.0587683730359858,1160.5277777777778,0.35292279090466955,0.014983604202709888,13153.333333333334,0.35292279100305146,45-54,Low,Medium,Very Low,Good
34,Male,Single,0,Not Graduate,No,23935.0,22039.0,36,0,Urban,C,0.2692278538303447,0,2,7,300,1,2023-09-07,2023,9,3,3,0,250,0.9207854606225193,612.1944444444445,0.3069284867202921,0.01361223285931248,23935.0,0.3069284868613497,25-34,Very Low,Small,Medium,Very Poor
44,Female,Married,0,Graduate,No,22211.0,23177.0,24,1,Semiurban,E,0.1108819316429706,0,5,11,548,0,2023-02-25,2023,2,1,5,1,56,1.043491963441538,965.7083333333334,0.5217459814388837,0.02364412995540216,22211.0,0.5217459816972786,35-44,Very Low,Small,Low,Fair
31,Female,Married,1,Not Graduate,No,30666.0,9736.0,24,1,Semiurban,B,0.1576639967100073,0,4,6,409,1,2023-04-22,2023,4,2,5,1,112,0.3174851627209287,405.6666666666667,0.15874258129834637,0.04200903861524147,15333.0,0.15874258135528785,25-34,Low,Very Small,Low,Poor
18,Female,Married,0,Graduate,No,49396.0,42837.0,48,1,Urban,B,0.1151670213343049,0,6,12,595,0,2023-04-20,2023,4,2,3,0,110,0.8672159689043647,892.4375,0.21680399217342197,0.013889861567946171,49396.0,0.21680399222170207,18-24,Low,Medium,Low,Fair
25,Male,Divorced,1,Graduate,No,26231.0,35253.0,24,1,Urban,A,0.0570156970521043,1,3,7,527,1,2023-06-19,2023,6,2,0,0,170,1.3439441881742975,1468.875,0.6719720937797391,0.01494908234717757,13115.5,0.6719720940615314,25-34,Very Low,Medium,Very Low,Fair
50,Male,Single,0,Graduate,No,28415.0,26712.0,48,0,Urban,A,0.1842254698735888,0,2,9,325,1,2023-06-22,2023,6,2,3,0,173,0.9400668660918529,556.5,0.23501671642371283,0.01216681641164395,28415.0,0.23501671651469236,45-54,Very Low,Medium,Low,Very Poor
32,Male,Married,0,Not Graduate,No,23325.0,10679.0,36,0,Urban,C,0.0654286813362539,0,4,6,327,1,2023-07-23,2023,7,3,6,1,204,0.45783494105037514,296.6388888888889,0.1526116469382777,0.030620844645507926,23325.0,0.15261164701024887,25-34,Very Low,Small,Very Low,Very Poor
32,Male,Married,0,Not Graduate,No,79252.0,22163.0,12,1,Urban,B,0.152560636233451,0,5,10,613,1,2023-11-06,2023,11,4,0,0,310,0.2796522485236966,1846.9166666666667,0.27965224848135284,0.027658710462136953,79252.0,0.27965224852016796,25-34,Medium,Small,Low,Good
32,Female,Single,1,Graduate,No,32498.0,44169.0,24,1,Urban,D,0.2020903243635795,1,6,7,544,1,2023-10-12,2023,10,4,3,0,285,1.3591297926026218,1840.375,0.6795648960503792,0.012316330457734692,16249.0,0.6795648962803998,25-34,Low,Medium,Medium,Fair
54,Male,Married,1,Graduate,Yes,50808.0,70707.0,60,0,Urban,C,0.2382276862758048,2,4,8,488,1,2023-02-04,2023,2,1,5,1,35,1.3916509211147852,1178.45,0.27833018415722005,0.0069017211873378635,25404.0,0.27833018421747896,45-54,Low,Large,Medium,Poor
