age,gender,marital_status,dependents,education,self_employed,income_annual,loan_amount,loan_amount_term,credit_history,property_area,loan_grade,debt_to_income_ratio,delinquencies_2yrs,open_accounts,total_accounts,risk_score,default,application_date
34,Male,Married,0,Graduate,No,44699,29345,36,1,Urban,D,0.171584086246022,0,11,5,649,0,2023-06-30
18,Male,Married,0,Not Graduate,No,38556,36114,36,0,Urban,A,0.09588626517350884,1,2,5,331,1,2023-03-22
28,Male,Divorced,1,Graduate,Yes,41510,51842,48,1,Semiurban,B,0.18042913898068635,0,3,14,461,1,2023-06-15
30,Male,Widowed,1,Graduate,No,34003,48390,12,1,Rural,D,0.07771023353965874,0,8,12,557,1,2023-01-06
29,Male,Married,0,Graduate,No,74995,38499,60,1,Urban,B,0.03090356879142145,1,5,5,667,1,2023-06-13
36,Male,Married,1,Not Graduate,No,49809,32856,48,1,Urban,C,0.14886404868541406,1,4,6,561,1,2023-04-13
26,Male,Single,1,Not Graduate,Yes,38477,21676,36,1,Urban,A,0.12565264339690968,1,5,7,439,1,2023-12-15
46,Male,Single,0,Graduate,No,57198,16318,60,1,Semiurban,C,0.11755232304297623,0,7,7,562,1,2023-09-12
35,Female,Married,1,Graduate,Yes,38726,36838,48,1,Semiurban,B,0.16940969599095468,1,4,14,578,1,2023-01-12
34,Female,Married,2,Graduate,No,63471,75849,60,1,Rural,D,0.167342262752493,2,4,7,588,0,2023-07-29
31,Male,Married,0,Graduate,No,20133,27128,36,1,Rural,B,0.06529260736005071,0,6,8,512,0,2023-10-12
36,Male,Married,1,Graduate,No,105430,87322,36,1,Semiurban,B,0.21441103187965255,1,9,5,719,1,2023-06-05
43,Female,Married,0,Graduate,No,39582,18484,36,1,Semiurban,A,0.12369806188935314,0,9,7,625,0,2023-12-24
26,Male,Single,2,Graduate,Yes,20524,26153,12,1,Rural,C,0.06356218599763079,1,2,7,452,1,2023-10-03
28,Male,Married,1,Not Graduate,No,52813,59514,60,1,Urban,E,0.09698611036126498,0,5,14,519,0,2023-03-12
31,Male,Single,0,Not Graduate,Yes,69342,82495,48,0,Urban,A,0.04678349589788582,0,6,6,300,1,2023-08-07
21,Female,Single,0,Graduate,No,21754,7305,48,1,Urban,A,0.12366842240588086,1,7,7,501,1,2023-01-27
26,Male,Married,1,Not Graduate,No,28684,23265,60,1,Urban,B,0.15096927161231397,1,7,12,449,0,2023-01-23
30,Female,Single,3,Graduate,No,60323,13015,60,1,Urban,C,0.16589882728670455,1,1,8,594,1,2023-10-07
43,Female,Divorced,2,Not Graduate,Yes,48159,68227,24,1,Urban,E,0.1861682649724282,0,5,2,508,1,2023-07-06
37,Female,Single,1,Graduate,No,29142,24218,48,1,Urban,A,0.13743044998857054,2,5,9,566,1,2023-05-24
36,Female,Single,1,Not Graduate,No,32061,11556,36,1,Rural,D,0.2665294915160107,1,9,8,413,1,2023-11-08
43,Male,Married,1,Graduate,No,19433,19191,36,1,Semiurban,B,0.1266920191668331,0,3,12,556,0,2023-01-16
33,Male,Married,0,Graduate,Yes,22161,27779,60,1,Urban,A,0.13747407395500533,1,3,15,577,1,2023-01-02
38,Female,Single,3,Graduate,No,15733,7133,60,0,Rural,A,0.13976894050357228,1,5,8,300,1,2023-04-11
33,Female,Single,1,Graduate,No,30510,33356,48,1,Semiurban,E,0.059472856283816745,1,2,8,468,1,2023-03-18
37,Male,Widowed,1,Graduate,No,50960,18056,36,1,Urban,D,0.14770147325866578,0,4,9,683,1,2023-06-17
29,Female,Married,0,Graduate,No,31785,33484,48,0,Rural,B,0.1543066848077626,1,6,7,314,1,2023-01-02
18,Male,Married,1,Not Graduate,No,63467,70497,36,1,Urban,E,0.1993089099983797,1,4,9,567,0,2023-12-04
33,Male,Married,0,Graduate,No,26292,25858,24,1,Rural,A,0.12982553348839995,0,7,6,509,0,2023-11-02
49,Male,Single,1,Graduate,Yes,17231,24209,36,1,Rural,B,0.1972455574155787,0,1,4,564,0,2023-03-01
44,Male,Married,0,Graduate,No,64693,51233,24,1,Rural,C,0.2943854460095214,0,1,10,692,0,2023-08-15
44,Male,Married,0,Graduate,No,43634,36272,36,1,Semiurban,E,0.1412946577366593,0,1,4,652,0,2023-04-27
47,Male,Divorced,0,Graduate,Yes,67084,25621,48,0,Rural,B,0.049170409633153736,0,4,12,344,1,2023-10-26
35,Male,Single,0,Not Graduate,No,30689,22452,12,1,Urban,D,0.28500800229004836,0,4,7,504,1,2023-11-16
36,Male,Divorced,1,Graduate,Yes,80437,96246,48,1,Urban,E,0.1565245839805458,0,2,8,649,1,2023-08-07
28,Male,Single,1,Graduate,No,21197,4663,12,1,Semiurban,A,0.09440507752623066,0,6,4,420,1,2023-11-23
31,Female,Single,1,Graduate,No,31456,16776,36,0,Rural,B,0.18556681108414133,0,5,15,321,1,2023-04-18
41,Male,Single,1,Graduate,No,44526,28938,36,1,Semiurban,A,0.1323711845490395,0,6,7,592,0,2023-05-09
47,Male,Single,1,Graduate,Yes,28721,42983,48,1,Rural,D,0.35235056479172544,0,5,8,601,1,2023-01-25
33,Male,Divorced,1,Graduate,Yes,40691,60512,48,1,Urban,C,0.07896838573063603,1,5,13,531,0,2023-05-16
30,Male,Married,0,Not Graduate,No,67768,58790,36,0,Rural,A,0.04809343474804734,1,4,8,300,1,2023-10-31
35,Female,Single,0,Graduate,No,43841,47331,12,1,Rural,B,0.05959746758617871,0,5,5,539,1,2023-04-01
41,Male,Widowed,0,Graduate,No,33217,23771,48,1,Semiurban,C,0.29153863523839835,0,4,8,565,1,2023-10-01
20,Female,Divorced,1,Graduate,No,67047,14939,36,1,Rural,C,0.18526574586072167,0,6,10,535,1,2023-08-19
18,Male,Married,0,Not Graduate,No,46921,31543,36,1,Urban,D,0.07556386726220256,0,6,5,459,1,2023-02-18
29,Male,Divorced,1,Not Graduate,No,36170,11598,24,0,Rural,A,0.0974311246283312,0,3,6,300,1,2023-06-22
22,Male,Single,0,Graduate,Yes,34893,12520,24,1,Rural,B,0.10227766386071338,0,8,8,453,1,2023-02-23
29,Male,Divorced,0,Not Graduate,No,30217,13652,24,0,Urban,A,0.06303475313258391,0,7,9,300,1,2023-03-13
33,Male,Married,2,Graduate,No,55356,78231,36,0,Semiurban,D,0.09338206216688283,0,3,8,300,1,2023-04-05
30,Male,Divorced,1,Graduate,No,56405,62193,36,0,Semiurban,C,0.09349549585440323,1,4,5,300,1,2023-10-28
49,Male,Married,0,Not Graduate,No,68367,79781,36,0,Urban,C,0.23215869292728367,0,3,9,371,1,2023-10-18
38,Male,Married,1,Not Graduate,No,45031,20557,36,1,Urban,A,0.11480046705362178,0,5,9,571,0,2023-11-09
38,Female,Married,1,Not Graduate,No,27663,33620,60,1,Urban,C,0.23637653572052614,1,4,7,515,1,2023-03-29
41,Male,Single,1,Not Graduate,Yes,42846,35871,36,1,Semiurban,D,0.04551704298505991,0,6,8,476,1,2023-09-13
23,Male,Married,0,Not Graduate,No,27414,36198,36,1,Semiurban,C,0.23921697730789016,0,5,6,417,1,2023-09-06
45,Male,Single,0,Graduate,Yes,39381,26350,12,1,Rural,D,0.05457892192129033,2,8,6,569,0,2023-03-26
34,Male,Divorced,0,Graduate,No,73489,33173,36,0,Urban,B,0.282450055402035,0,3,11,339,1,2023-01-29
41,Male,Single,0,Graduate,No,65553,95887,48,1,Semiurban,B,0.08308308776927364,0,2,4,616,1,2023-04-20
24,Female,Married,1,Not Graduate,Yes,57105,69611,36,1,Urban,B,0.05599401032219991,0,5,6,510,1,2023-05-31
19,Female,Married,0,Graduate,No,35906,53055,60,1,Semiurban,C,0.20477196656546112,2,10,10,513,1,2023-11-11
43,Male,Widowed,0,Graduate,No,56838,76898,48,1,Rural,B,0.3169455089306002,0,8,14,655,1,2023-12-06
38,Male,Married,4,Not Graduate,No,26360,29078,60,1,Urban,B,0.2135952314497106,0,10,9,525,1,2023-05-06
25,Male,Married,0,Not Graduate,Yes,17485,12230,12,1,Urban,C,0.20131308489745883,0,7,11,412,1,2023-12-03
26,Female,Divorced,0,Graduate,No,41603,41727,36,0,Semiurban,C,0.0855932526074885,0,7,8,310,1,2023-12-10
46,Male,Married,0,Graduate,No,30100,29217,36,1,Urban,A,0.08045457068633723,0,6,9,657,0,2023-09-25
23,Male,Married,1,Graduate,No,88618,30895,48,0,Semiurban,E,0.14735124148346693,2,7,10,317,1,2023-09-10
51,Male,Married,0,Graduate,Yes,82140,73974,36,1,Urban,C,0.20024084193684435,1,9,7,772,0,2023-06-14
25,Female,Divorced,1,Graduate,Yes,25732,29166,48,1,Urban,B,0.07669649874244286,0,8,9,526,1,2023-11-18
41,Male,Married,1,Not Graduate,No,51397,14295,36,1,Semiurban,E,0.060358370039144,1,3,7,523,0,2023-10-13
31,Male,Single,1,Graduate,No,13530,16488,24,1,Rural,A,0.0903723525649362,0,5,7,432,0,2023-11-27
41,Female,Divorced,0,Graduate,No,43030,16998,24,1,Semiurban,C,0.07113225870787734,0,6,4,544,1,2023-07-10
29,Male,Married,2,Graduate,No,42485,41144,24,0,Urban,D,0.09575104153794965,1,6,7,308,1,2023-02-08
33,Female,Married,0,Graduate,No,22103,4770,24,0,Urban,B,0.08808441587112975,0,6,2,300,0,2023-03-03
35,Male,Divorced,1,Graduate,No,39440,35764,24,1,Rural,C,0.1703314879379967,0,5,5,552,1,2023-04-27
24,Female,Single,1,Not Graduate,No,22830,6083,12,1,Rural,D,0.13633374346320187,0,3,10,316,1,2023-03-13
42,Female,Married,2,Not Graduate,No,55600,12407,48,1,Urban,B,0.12382661023086176,0,7,11,625,0,2023-11-15
29,Male,Married,0,Graduate,Yes,39859,37955,36,1,Rural,B,0.06814064797053385,1,7,12,546,1,2023-07-06
32,Female,Divorced,0,Not Graduate,Yes,76601,36612,12,1,Rural,B,0.168483418047188,0,3,7,480,1,2023-02-01
25,Male,Single,0,Graduate,No,16891,15887,36,1,Urban,B,0.26015886328167975,2,5,11,481,1,2023-07-22
18,Female,Married,0,Graduate,No,23528,25150,60,1,Rural,A,0.07220355767286217,0,4,9,535,0,2023-05-19
33,Male,Divorced,0,Graduate,No,28495,24224,36,1,Semiurban,B,0.20705562733694577,0,5,11,532,0,2023-09-25
59,Female,Single,1,Graduate,Yes,46409,15486,60,1,Urban,D,0.1273725441506262,1,3,4,755,0,2023-01-18
42,Male,Single,1,Graduate,No,41584,48986,36,0,Urban,C,0.01271900643040465,1,4,8,324,1,2023-09-08
34,Female,Widowed,2,Graduate,No,44917,31392,60,0,Urban,B,0.03582245821726185,0,3,11,367,1,2023-02-17
32,Male,Single,2,Graduate,No,26250,30022,24,1,Rural,E,0.09029967998037153,0,7,7,465,1,2023-07-01
35,Female,Widowed,1,Graduate,No,14023,14248,24,1,Rural,D,0.29675995872821537,2,3,14,499,1,2023-11-09
40,Female,Single,0,Graduate,No,24835,15363,48,1,Urban,B,0.16350865569819542,0,8,5,626,0,2023-10-04
23,Male,Married,0,Graduate,No,73430,105345,60,1,Semiurban,D,0.40978132680633134,0,6,3,563,1,2023-04-27
46,Female,Married,2,Graduate,No,26630,26561,48,1,Semiurban,C,0.1046693969995117,0,4,7,629,0,2023-12-04
42,Female,Married,0,Graduate,Yes,39679,18009,36,1,Semiurban,C,0.1965325052939785,1,10,9,666,0,2023-07-20
42,Male,Married,2,Graduate,No,37439,18878,12,1,Rural,B,0.2429110186443089,1,3,6,617,1,2023-10-27
39,Male,Married,0,Not Graduate,Yes,39808,21167,36,1,Semiurban,B,0.0484334689387325,1,6,13,530,1,2023-07-29
35,Male,Divorced,0,Graduate,No,18626,23745,12,1,Urban,B,0.11080234537790899,0,11,9,506,1,2023-11-11
41,Male,Single,2,Graduate,No,54666,59578,36,1,Urban,A,0.12345714299655716,0,5,12,688,0,2023-10-11
40,Male,Married,0,Graduate,No,34555,11363,24,0,Semiurban,B,0.09986540058452135,0,8,7,310,1,2023-11-07
31,Male,Single,3,Graduate,No,115282,94434,36,0,Semiurban,B,0.1086056519375102,0,3,6,324,1,2023-10-10
29,Male,Married,0,Not Graduate,No,30137,32802,48,1,Semiurban,A,0.2531097298178549,1,6,8,388,0,2023-05-05
36,Male,Single,1,Graduate,Yes,59193,51526,24,0,Semiurban,D,0.24125962169357704,0,4,4,314,0,2023-12-05
50,Male,Married,1,Graduate,Yes,29913,12943,36,1,Rural,C,0.1008287436612662,1,4,8,611,1,2023-09-04
22,Female,Married,1,Not Graduate,No,94807,36614,24,1,Semiurban,B,0.09144158693884111,2,3,10,545,1,2023-01-22
20,Female,Single,1,Graduate,No,52331,77147,24,1,Rural,E,0.27501822744564824,1,2,5,499,0,2023-11-21
36,Male,Single,0,Graduate,No,19098,9546,36,1,Urban,E,0.2033952511705383,0,9,6,554,0,2023-02-08
35,Female,Married,1,Not Graduate,No,73388,18611,24,1,Rural,A,0.12381312848302578,1,6,5,563,0,2023-06-02
36,Female,Married,2,Not Graduate,No,53509,40467,60,1,Urban,C,0.10433136916717213,0,4,10,563,0,2023-07-02
37,Female,Divorced,2,Graduate,No,28750,37491,36,1,Semiurban,D,0.1477611340417223,1,5,8,529,1,2023-06-03
32,Male,Married,1,Graduate,Yes,16210,17302,24,1,Semiurban,A,0.35247014278876443,0,5,6,546,0,2023-10-02
49,Male,Single,0,Not Graduate,No,66104,32655,36,0,Urban,A,0.3889801051503871,1,5,12,300,1,2023-01-19
18,Female,Married,1,Graduate,No,86147,63070,24,1,Rural,B,0.039638128849033206,1,3,11,622,0,2023-09-22
26,Female,Single,1,Graduate,No,63548,61756,24,1,Urban,B,0.03823970308099959,0,5,10,590,1,2023-09-28
33,Female,Married,0,Graduate,No,56096,56239,24,1,Semiurban,E,0.03130019974267775,0,4,13,580,1,2023-01-10
18,Female,Widowed,3,Graduate,No,47993,51170,24,0,Rural,D,0.12429879062095839,0,2,7,300,1,2023-02-22
33,Male,Married,0,Graduate,Yes,61668,68020,48,1,Urban,A,0.15186370022924686,0,6,11,644,0,2023-05-17
51,Male,Married,0,Graduate,No,31857,9225,48,1,Rural,D,0.23717792875799257,0,6,3,674,0,2023-07-20
35,Male,Single,0,Not Graduate,No,14657,5228,36,1,Semiurban,A,0.1131105884421393,1,3,7,385,1,2023-02-28
37,Male,Married,1,Graduate,No,53079,23728,48,1,Rural,B,0.1785719022409463,0,8,8,585,1,2023-11-17
22,Female,Divorced,0,Graduate,No,44191,23841,36,1,Semiurban,B,0.10735696091711612,0,4,9,485,1,2023-11-22
28,Male,Single,2,Graduate,No,18001,11994,24,1,Semiurban,B,0.09740143295019785,1,6,4,460,0,2023-01-23
31,Male,Single,0,Not Graduate,No,12131,14077,36,1,Urban,B,0.1956270089324208,2,9,7,437,1,2023-03-16
31,Female,Married,2,Graduate,Yes,37823,40897,36,1,Rural,D,0.12797319546517888,1,2,12,595,1,2023-07-23
47,Male,Married,0,Graduate,No,33600,49012,12,1,Urban,B,0.14944069256209933,0,6,6,708,0,2023-06-04
40,Female,Married,3,Graduate,No,32208,29183,48,1,Semiurban,D,0.1997904471124199,2,5,5,645,1,2023-11-20
23,Female,Divorced,1,Graduate,No,48522,30282,48,1,Urban,A,0.0883682359806892,2,6,9,541,1,2023-07-14
37,Male,Single,0,Not Graduate,Yes,25019,26394,60,1,Urban,C,0.03853619357949465,1,4,14,452,1,2023-09-19
39,Male,Married,1,Graduate,Yes,51206,45553,24,0,Urban,D,0.1912624759341953,0,6,10,394,1,2023-07-27
46,Male,Married,1,Graduate,No,51393,33606,12,1,Rural,A,0.17646348765505396,1,5,8,637,0,2023-11-06
50,Male,Single,1,Not Graduate,No,9601,3606,12,1,Semiurban,C,0.08328592895161038,0,7,3,439,1,2023-12-10
24,Male,Married,1,Graduate,No,35089,13221,60,1,Semiurban,C,0.18930239392576134,0,7,15,568,0,2023-01-18
26,Male,Single,1,Graduate,No,40137,25050,48,1,Rural,B,0.06821816779872095,0,2,6,469,1,2023-11-13
22,Female,Single,0,Graduate,No,52788,38717,48,0,Rural,A,0.09008042152761052,1,7,5,308,1,2023-08-21
32,Male,Single,0,Graduate,No,47786,66572,36,1,Urban,C,0.06506752612133085,0,6,9,561,0,2023-12-18
39,Female,Divorced,1,Graduate,No,15131,11267,36,0,Semiurban,B,0.08293432913807078,0,4,14,301,1,2023-10-07
44,Male,Married,0,Graduate,No,38094,28911,24,1,Rural,B,0.14769354337669688,0,3,7,600,1,2023-12-30
34,Male,Married,0,Graduate,No,31896,29378,48,1,Urban,C,0.03315111352112753,2,3,7,596,0,2023-07-06
31,Female,Married,0,Graduate,No,62157,48521,48,1,Semiurban,E,0.09384613157296523,2,2,11,573,0,2023-09-19
36,Male,Married,1,Graduate,Yes,19944,14388,36,0,Semiurban,B,0.19433413522542078,1,1,6,305,1,2023-08-05
26,Male,Married,0,Not Graduate,No,36268,46135,36,1,Urban,C,0.09185151885842575,0,4,12,467,1,2023-04-12
55,Female,Divorced,2,Not Graduate,No,56143,56309,48,1,Rural,E,0.22018800405577502,1,5,7,511,1,2023-04-24
18,Female,Married,2,Graduate,No,53114,53336,12,1,Urban,A,0.2504323772228075,0,5,9,665,1,2023-05-01
36,Female,Married,0,Not Graduate,No,33617,22984,60,1,Urban,C,0.001503535951092408,1,6,15,527,1,2023-12-10
55,Male,Single,1,Graduate,No,65504,47591,36,1,Rural,A,0.068122948727281,1,5,11,664,1,2023-08-16
35,Male,Married,0,Graduate,Yes,25196,23897,36,1,Rural,D,0.16948895736575736,0,12,13,569,1,2023-12-03
33,Female,Married,0,Graduate,No,52369,12472,48,1,Urban,B,0.06996942324175211,1,3,5,666,0,2023-10-17
31,Female,Divorced,2,Graduate,No,56903,52554,48,0,Urban,B,0.16789644816868005,0,6,13,300,1,2023-04-15
33,Male,Single,0,Graduate,No,18323,3724,24,1,Rural,C,0.33402594006158043,0,7,6,515,0,2023-03-19
48,Female,Single,2,Graduate,No,69664,102105,60,1,Urban,D,0.08815401777734941,0,5,10,746,0,2023-09-01
18,Male,Married,1,Graduate,No,15926,19141,60,1,Semiurban,B,0.0315263013419823,0,5,8,459,0,2023-11-15
50,Male,Single,1,Graduate,No,43777,33775,36,1,Urban,C,0.15794351832569806,2,7,6,700,1,2023-05-31
20,Male,Single,3,Not Graduate,No,28726,21280,36,1,Rural,E,0.02650304004180118,1,3,12,330,1,2023-02-22
32,Male,Divorced,0,Graduate,No,60245,73914,36,0,Rural,D,0.2698951118763115,0,4,7,300,1,2023-10-12
30,Male,Married,0,Graduate,No,42825,51228,36,1,Semiurban,C,0.0865622071851853,1,3,5,575,1,2023-01-03
40,Male,Divorced,2,Not Graduate,Yes,88916,58054,60,1,Rural,E,0.05969039764056804,2,1,12,556,1,2023-04-02
19,Male,Divorced,0,Graduate,No,64111,63275,24,1,Rural,D,0.05277276258895798,2,6,9,549,1,2023-08-07
39,Female,Single,2,Graduate,No,38790,53389,24,1,Rural,C,0.06947195731866958,1,4,7,532,1,2023-08-07
55,Female,Married,0,Graduate,No,66337,95095,60,1,Rural,E,0.13059040846716785,0,4,8,731,0,2023-02-07
21,Female,Single,0,Not Graduate,No,34489,48143,24,1,Rural,D,0.2278791683328386,2,6,14,342,1,2023-12-23
36,Female,Divorced,3,Not Graduate,No,21065,6507,48,1,Urban,C,0.35285148509575925,0,4,12,436,1,2023-09-26
28,Male,Married,1,Graduate,No,28891,30094,24,0,Urban,C,0.13550232449036803,0,3,8,300,1,2023-09-21
39,Male,Married,0,Graduate,No,34290,17411,60,0,Rural,A,0.09082733216820843,2,4,4,300,1,2023-05-24
35,Female,Married,1,Graduate,No,7677,7299,48,1,Rural,A,0.20148484873896777,2,3,5,543,1,2023-05-30
28,Male,Married,0,Graduate,No,72535,17761,60,1,Rural,C,0.22244404153181097,0,2,15,603,0,2023-03-30
39,Male,Single,1,Not Graduate,Yes,34596,45907,60,1,Urban,C,0.1585885349887633,0,5,12,494,0,2023-12-13
53,Male,Married,2,Graduate,No,58807,71570,12,1,Semiurban,D,0.09982222841681433,1,3,11,719,0,2023-07-04
33,Female,Married,0,Graduate,No,39350,21765,36,1,Semiurban,E,0.1357439868196868,1,4,6,524,1,2023-01-19
42,Male,Divorced,0,Graduate,No,16803,16247,48,1,Rural,B,0.18524508437208037,1,3,15,505,0,2023-02-21
22,Female,Married,0,Graduate,No,37786,55160,48,1,Urban,A,0.0403781064866697,0,9,9,564,1,2023-02-17
25,Male,Married,0,Not Graduate,No,34203,49275,24,1,Rural,C,0.1299012094587428,0,3,11,380,1,2023-07-19
39,Female,Divorced,1,Not Graduate,No,25774,28930,60,1,Urban,A,0.13154610906804173,0,7,7,456,1,2023-05-26
49,Female,Single,0,Graduate,No,29877,15298,24,1,Semiurban,C,0.318119236354735,0,5,13,549,1,2023-06-13
38,Female,Divorced,1,Not Graduate,Yes,36800,36391,60,1,Semiurban,C,0.20457099611676502,0,9,2,433,1,2023-09-12
31,Male,Single,1,Graduate,No,10645,8754,36,1,Semiurban,C,0.044559777979834334,1,3,9,458,1,2023-11-03
34,Male,Married,2,Graduate,No,43478,45844,36,1,Rural,B,0.1351651206169623,0,3,8,587,1,2023-11-19
22,Female,Married,0,Graduate,No,49118,66659,36,1,Rural,A,0.14392329048076813,0,5,10,574,0,2023-10-20
41,Male,Married,0,Graduate,No,46651,53080,24,1,Urban,B,0.24754421233599333,0,1,4,638,1,2023-09-02
43,Male,Divorced,1,Graduate,No,31548,6852,36,1,Rural,C,0.23879128319469511,1,10,11,576,1,2023-10-11
30,Male,Single,3,Graduate,No,96961,71589,36,1,Urban,B,0.30030100126753323,0,5,9,681,1,2023-10-21
30,Female,Married,0,Graduate,Yes,46886,14844,36,0,Rural,C,0.08340709617732746,1,2,6,300,1,2023-09-04
37,Male,Married,0,Graduate,No,29468,8204,48,1,Semiurban,B,0.02820407750926682,0,4,5,572,0,2023-09-01
30,Female,Divorced,0,Graduate,No,19546,8715,36,0,Semiurban,D,0.31386104849026125,1,4,9,305,1,2023-12-14
34,Male,Single,1,Graduate,No,18352,24789,36,1,Rural,E,0.09804005249211573,0,5,2,459,1,2023-05-03
55,Male,Divorced,0,Graduate,No,44353,55882,60,1,Semiurban,B,0.2958785722665524,0,4,6,594,0,2023-06-09
32,Female,Married,0,Not Graduate,Yes,52100,47537,48,0,Urban,C,0.17778927292857158,0,7,7,300,1,2023-09-20
31,Male,Single,0,Graduate,No,38643,49746,12,1,Rural,A,0.14769477024009972,1,2,8,511,1,2023-03-16
28,Male,Married,2,Graduate,Yes,35302,48379,48,0,Semiurban,C,0.09643776001352364,0,15,6,300,1,2023-08-17
42,Female,Single,0,Graduate,No,30651,9567,60,0,Semiurban,B,0.27451664668483966,1,7,12,312,1,2023-12-29
33,Female,Married,2,Graduate,No,46458,63896,60,0,Semiurban,C,0.17570025479028856,0,4,9,300,1,2023-12-16
28,Male,Single,0,Graduate,No,24637,5637,48,1,Rural,B,0.2734952314788151,0,6,9,447,1,2023-04-10
48,Female,Married,2,Graduate,Yes,35962,46543,48,0,Urban,D,0.17537045399112336,1,4,6,400,1,2023-04-04
49,Female,Married,0,Graduate,No,38036,36100,24,0,Urban,A,0.20025931374584913,1,6,6,379,1,2023-02-10
28,Female,Married,0,Not Graduate,No,48455,11245,48,1,Urban,E,0.30433507124360276,0,2,11,469,0,2023-04-26
18,Male,Married,1,Graduate,No,24121,16190,48,0,Semiurban,A,0.14869403581202922,0,2,6,312,1,2023-07-28
45,Male,Married,1,Graduate,No,21978,7309,24,1,Urban,B,0.16644505897450615,1,7,6,682,1,2023-12-30
28,Female,Single,0,Graduate,No,37230,32588,24,1,Semiurban,C,0.26833653600264523,0,7,7,490,1,2023-05-11
42,Female,Married,3,Graduate,Yes,40275,29411,36,1,Urban,D,0.056106356287924215,0,2,10,701,0,2023-12-24
18,Male,Widowed,0,Graduate,Yes,36219,15943,48,1,Rural,C,0.0620582701097743,0,5,7,546,0,2023-11-02
43,Male,Divorced,2,Graduate,No,9349,11653,24,0,Rural,B,0.2536460181563219,0,5,6,300,1,2023-10-08
22,Male,Single,2,Graduate,No,42885,40029,36,1,Urban,D,0.10754401402629614,1,4,6,630,1,2023-10-02
42,Male,Single,0,Not Graduate,No,131164,157279,60,1,Urban,C,0.021406882188951426,0,4,7,629,0,2023-03-26
35,Male,Divorced,0,Graduate,No,57474,38751,24,1,Rural,B,0.12663335320180466,0,4,8,558,1,2023-01-29
25,Male,Married,0,Not Graduate,No,13656,11472,60,1,Rural,C,0.10404179745322427,0,6,12,390,1,2023-12-05
30,Female,Married,1,Graduate,No,29652,15347,36,0,Rural,C,0.2514645723999536,1,13,7,300,1,2023-05-20
41,Male,Married,1,Graduate,No,32937,6825,24,1,Urban,C,0.11542228443515709,1,4,4,690,0,2023-05-03
36,Female,Married,1,Graduate,No,30932,44370,12,1,Rural,C,0.08046800656618172,0,3,8,552,1,2023-02-11
40,Male,Married,0,Graduate,No,19546,26304,36,1,Rural,D,0.019466388838647933,0,4,7,527,1,2023-05-20
54,Male,Widowed,1,Graduate,No,23236,7015,24,1,Urban,D,0.09584131788844487,0,6,12,681,1,2023-10-24
19,Male,Married,0,Not Graduate,No,57925,26252,48,1,Semiurban,C,0.04852692124634842,0,1,6,432,1,2023-08-02
51,Male,Single,0,Graduate,Yes,52763,59706,48,1,Semiurban,A,0.15463632078298525,0,4,11,694,0,2023-12-21
36,Female,Single,0,Not Graduate,No,34343,18887,60,1,Urban,C,0.1729525175035886,0,13,11,449,1,2023-11-28
26,Female,Single,0,Not Graduate,No,58340,63100,36,1,Rural,E,0.053505149086268834,1,4,7,427,1,2023-04-30
21,Male,Married,1,Graduate,No,26149,14662,36,1,Rural,B,0.1821179407671742,0,6,6,504,1,2023-11-06
33,Male,Single,1,Graduate,No,30594,15480,24,0,Urban,C,0.19914293412681172,1,6,11,300,1,2023-10-19
44,Male,Single,0,Graduate,No,30262,11148,36,1,Rural,D,0.027225385581178946,0,3,7,548,1,2023-02-16
33,Female,Divorced,2,Not Graduate,No,16718,6785,48,1,Semiurban,C,0.09729905613952283,0,5,6,368,1,2023-01-21
50,Female,Single,2,Not Graduate,No,31955,42019,36,1,Semiurban,E,0.017422059334369074,1,3,9,469,1,2023-06-21
20,Male,Single,1,Graduate,No,82367,113866,60,1,Rural,B,0.09486789943536529,0,6,5,614,1,2023-07-08
34,Female,Single,0,Graduate,No,77985,84875,48,1,Semiurban,C,0.16241828884338122,0,2,8,574,0,2023-12-13
22,Female,Single,1,Graduate,No,38507,44669,48,1,Semiurban,A,0.24171203633494126,0,8,7,501,1,2023-09-03
38,Male,Married,0,Not Graduate,No,32553,45798,48,1,Urban,E,0.11692434628568683,3,6,4,500,1,2023-05-17
43,Male,Divorced,1,Not Graduate,No,87944,83004,36,0,Semiurban,B,0.05967404611700847,1,6,8,311,1,2023-05-26
30,Female,Divorced,0,Graduate,No,32102,10669,48,0,Semiurban,E,0.10035216053529707,0,8,6,313,1,2023-07-05
18,Female,Married,0,Graduate,Yes,28022,41720,24,1,Semiurban,B,0.15576618660437178,1,5,7,490,1,2023-07-01
36,Male,Married,1,Graduate,No,58603,62531,36,1,Semiurban,B,0.10427283935615939,2,9,6,643,1,2023-12-10
39,Male,Married,0,Graduate,No,15435,21606,36,1,Semiurban,B,0.0951500019218549,0,3,9,545,1,2023-03-23
39,Male,Single,1,Not Graduate,No,34355,15314,24,1,Semiurban,C,0.310287570086162,0,6,7,402,1,2023-06-15
47,Male,Single,0,Graduate,No,35142,51046,36,1,Semiurban,B,0.41753350852485405,1,9,13,541,1,2023-06-11
24,Female,Divorced,0,Graduate,No,46988,66107,36,1,Urban,B,0.04121750929939557,0,2,10,564,0,2023-10-24
41,Male,Single,0,Graduate,No,27007,7851,24,0,Urban,C,0.14007702262193053,0,6,9,300,1,2023-06-18
46,Female,Single,0,Graduate,Yes,33355,9133,48,1,Semiurban,E,0.06757106060477217,0,7,7,573,0,2023-05-30
